CNTSCHID,Loneliness,ClassroomSafety,TeacherSupport,Gender,Homework_Math,Homework_Reading,Homework_Science,SchoolType,ParentsEducation,Immigration,HomeLanguage,Sibling,Aircon,Helper,Vehicle,Books,Exercise,OwnRoom,FamilyCommitment,Preference_Math,Preference_Reading,Preference_Science,Math,Reading,Science
70200142,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,No,1,26 - 100,0,Yes,0,Strongly Agree,Strongly Disagree,Strongly Agree,764.5538,687.9882,726.7697000000001
70200153,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,No,Yes,2,26 - 100,0,Yes,6,Agree,Agree,Agree,597.9259000000001,560.0309,638.4828
70200001,Disagree,Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,201-500,0,Yes,3,Disagree,Agree,Strongly Agree,818.606,782.9588,761.2185
70200143,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,2nd Generation,Others,2,Yes,No,0,26 - 100,0,No,10,Agree,Disagree,Strongly Disagree,497.5467,537.868,465.1207
70200031,Agree,Disagree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,201-500,10,Yes,10,Disagree,Strongly Agree,Strongly Agree,431.5123,329.2029,504.0643
70200092,Strongly Disagree,Strongly Agree,Never or almost never,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,26 - 100,0,Yes,0,Agree,Disagree,Agree,591.836,607.5133000000001,582.3339
70200013,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,2nd Generation,English,1,Yes,No,0,26 - 100,0,No,0,Disagree,Disagree,Disagree,570.532,614.5865,590.7303
70200008,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,1,No,No,0,0,10,No,10,Strongly Agree,Strongly Disagree,Strongly Agree,579.6705,550.932,504.6876
70200034,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,1,Yes,No,1,201-500,1,Yes,2,Agree,Agree,Agree,641.1944,659.1259,665.8083
70200010,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,1 - 10,4,Yes,1,Strongly Agree,Strongly Disagree,Strongly Agree,521.3492,485.6902,516.2582
70200134,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,1,Yes,5,Strongly Disagree,Agree,Disagree,570.082,564.8713,619.5859
70200159,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,>500,1,Yes,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,612.8171,678.401,642.3402
70200156,Agree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Private,Tertiary,3rd Generation,Others,0,Yes,No,0,11 - 25,0,No,9,Strongly Disagree,Agree,Agree,524.2224,480.2511,561.4819
70200015,Strongly Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,No,No,1,1 - 10,0,Yes,0,Disagree,Agree,Disagree,441.8754,466.4345,503.9247
70200097,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,2,201-500,4,No,5,Agree,Disagree,Disagree,505.92900000000003,497.9023,535.2215
70200012,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,1,26 - 100,5,Yes,0,Disagree,Disagree,Agree,613.691,575.9668,522.5908000000001
70200065,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,≥3,No,No,0,0,3,No,1,Strongly Agree,Strongly Disagree,Strongly Disagree,489.6442,450.2427,472.8181
70200040,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,1,Yes,No,1,26 - 100,2,Yes,0,Strongly Agree,Agree,Strongly Agree,711.8632,666.2395,696.1164
70200065,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,No,No,1,1 - 10,0,Yes,4,Agree,Agree,Disagree,372.1018,339.1212,377.5055
70200101,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,Yes,1,201-500,0,Yes,2,Strongly Agree,Disagree,Strongly Agree,768.2179,741.697,767.6623
70200013,Strongly Agree,Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Post-Secondary,2nd Generation,English,2,Yes,No,1,101 - 200,0,No,5,Strongly Agree,Disagree,Strongly Agree,635.4718,474.947,561.7642
70200026,Disagree,Agree,Every lesson,Female,1hr - 2hr,2hr - 3hr,3 - 4 hr,Public,Tertiary,Native,English,2,Yes,No,1,1 - 10,2,Yes,10,Agree,Agree,Strongly Agree,434.7357,429.6536,482.4185
70200059,Strongly Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,3rd Generation,English,2,Yes,No,0,101 - 200,8,Yes,1,Disagree,Disagree,Disagree,635.7298,543.9912,580.7085
70200083,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,4,No,2,Agree,Disagree,Agree,715.18,644.1266,739.7088
70200087,Strongly Agree,Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,2hr - 3hr,Private,Tertiary,3rd Generation,English,1,Yes,Yes,0,>500,8,Yes,10,Disagree,Strongly Disagree,Strongly Agree,653.9377,647.97,682.3584
70200138,Disagree,Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,3rd Generation,Others,1,Yes,No,0,201-500,4,Yes,0,Agree,Disagree,Agree,588.9467999999999,544.7286,575.6243
70200029,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,2hr - 3hr,Public,Secondary,2nd Generation,Others,1,Yes,No,0,1 - 10,6,Yes,8,Strongly Agree,Disagree,Agree,627.6937,568.8104,592.0841
70200012,Agree,Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,English,1,Yes,Yes,1,26 - 100,2,Yes,0,Strongly Disagree,Agree,Agree,629.5581,684.0671,647.2017
70200045,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,0,26 - 100,3,Yes,3,Agree,Agree,Agree,742.4143,647.8341,678.6044
70200036,Disagree,Agree,Every lesson,Male,≤ 0.5hr,1hr - 2hr,2hr - 3hr,Public,Secondary,2nd Generation,Others,≥3,Yes,No,0,26 - 100,0,Yes,10,Disagree,Disagree,Disagree,301.6863,232.8023,304.7249
70200071,Strongly Disagree,Strongly Agree,Never or almost never,Male,> 4hr,> 4hr,> 4hr,Public,Tertiary,Native,English,0,Yes,No,1,26 - 100,5,Yes,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,502.2602,541.6451999999999,436.6886
70200088,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,No,No,0,26 - 100,4,Yes,3,Agree,Agree,Agree,458.7813,443.65409999999997,457.1056
70200113,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,2,101 - 200,2,Yes,0,Disagree,Disagree,Disagree,645.2023,613.0524,606.4473
70200109,Strongly Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,1,Yes,No,0,1 - 10,1,Yes,5,Agree,Disagree,Disagree,615.534,567.3422,554.5127
70200044,Disagree,Disagree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,201-500,8,Yes,0,Disagree,Agree,Disagree,590.0939999999999,610.2382,538.2043
70200034,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,0,11 - 25,5,Yes,3,Disagree,Agree,Agree,640.8862,658.5885,635.9292
70200163,Agree,Agree,Some lessons,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,Others,2,Yes,No,0,26 - 100,4,Yes,4,Strongly Agree,Strongly Disagree,Strongly Agree,606.1391,555.1499,507.23019999999997
70200117,Strongly Disagree,Strongly Agree,Every lesson,Male,3 - 4 hr,0.5hr - 1hr,1hr - 2hr,Public,Primary,Native,Others,1,Yes,Yes,1,11 - 25,5,No,0,Strongly Agree,Disagree,Agree,628.0626,532.2391,549.1585
70200084,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,2hr - 3hr,0.5hr - 1hr,Public,Post-Secondary,2nd Generation,English,2,Yes,No,0,>500,2,No,5,Strongly Agree,Strongly Disagree,Strongly Agree,591.4811,469.4785,568.8716999999999
70200133,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,Yes,1,201-500,4,Yes,8,Agree,Agree,Agree,592.0109,537.0953,573.6573
70200075,Disagree,Strongly Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,2,Yes,4,Disagree,Disagree,Agree,715.1088,641.9956,661.9107
70200130,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,2nd Generation,Others,2,Yes,No,1,101 - 200,1,Yes,3,Strongly Agree,Agree,Strongly Agree,638.8866,589.1144,633.6223
70200026,Strongly Disagree,Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,English,1,Yes,Yes,0,11 - 25,3,Yes,0,Strongly Agree,Agree,Strongly Agree,557.3283,505.799,559.3441
70200122,Agree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,No,No,0,26 - 100,0,No,1,Disagree,Agree,Agree,585.6908,644.2763,576.3086
70200145,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,Others,2,Yes,Yes,1,26 - 100,10,Yes,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,547.262,504.6992,496.8711
70200112,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,3rd Generation,Others,1,Yes,No,1,1 - 10,3,Yes,0,Agree,Agree,Disagree,644.3411,534.7241,644.8644
70200028,Disagree,Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,101 - 200,1,Yes,0,Agree,Agree,Agree,660.784,605.0994000000001,663.5658000000001
70200094,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,≥3,Yes,No,0,101 - 200,4,No,6,Disagree,Agree,Strongly Agree,387.0107,437.598,400.6054
70200088,Disagree,Agree,Most lesson,Female,2hr - 3hr,≤ 0.5hr,2hr - 3hr,Public,Post-Secondary,Native,English,0,Yes,Yes,0,11 - 25,3,Yes,3,Disagree,Disagree,Disagree,673.5939,634.2106,604.5407
70200141,Agree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,2hr - 3hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,1,Yes,No,1,11 - 25,0,Yes,0,Agree,Disagree,Agree,533.1816,539.9919,517.2485
70200079,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Private,Tertiary,Native,English,2,Yes,Yes,≥3,201-500,10,Yes,4,Disagree,Disagree,Disagree,606.5757,644.576,609.7356
70200027,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,3rd Generation,Others,1,Yes,No,0,1 - 10,7,Yes,10,Agree,Agree,Agree,589.6766,473.8282,512.0213
70200048,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,26 - 100,5,No,3,Strongly Agree,Agree,Strongly Agree,523.3215,460.14480000000003,565.1972000000001
70200028,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,Others,1,Yes,No,0,26 - 100,1,No,1,Strongly Disagree,Agree,Agree,645.8163,612.714,651.3618
70200033,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Private,Secondary,2nd Generation,Others,≥3,Yes,No,0,11 - 25,2,Yes,0,Agree,Agree,Agree,712.5496,668.4202,664.1311000000001
70200104,Agree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,Native,English,0,Yes,Yes,≥3,26 - 100,1,Yes,1,Agree,Agree,Agree,685.5817,680.8741,695.226
70200101,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,2,201-500,3,Yes,0,Agree,Disagree,Agree,700.2981,629.9763,681.7247
70200072,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,Others,0,Yes,No,0,201-500,0,Yes,0,Agree,Disagree,Agree,657.5928,574.4449,586.1501
70200006,Disagree,Strongly Agree,Every lesson,Male,> 4hr,2hr - 3hr,3 - 4 hr,Public,Tertiary,Native,English,1,Yes,No,1,1 - 10,3,Yes,0,Agree,Strongly Agree,Agree,573.4699,564.4798,593.5934
70200049,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,3rd Generation,English,1,Yes,No,0,26 - 100,0,Yes,1,Agree,Strongly Disagree,Disagree,666.5843,629.3583,627.5726999999999
70200121,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,≥3,201-500,10,Yes,1,Agree,Agree,Agree,513.3199999999999,465.26370000000003,494.5347
70200023,Agree,Agree,Most lesson,Male,2hr - 3hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,1 - 10,3,No,0,Agree,Agree,Agree,507.448,530.9069,550.8554
70200065,Agree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,0,Yes,No,0,101 - 200,10,Yes,10,Disagree,Agree,Agree,455.5772,368.5102,487.5269
70200085,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,11 - 25,1,No,5,Strongly Agree,Disagree,Strongly Agree,620.6285,545.4068,618.0504
70200113,Strongly Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,2,Yes,1,Strongly Agree,Strongly Disagree,Strongly Agree,769.6626,755.9901,734.0883
70200122,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,≥3,Yes,No,1,201-500,0,Yes,0,Disagree,Disagree,Disagree,682.4107,673.1563,669.5829
70200047,Strongly Disagree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,101 - 200,2,Yes,2,Strongly Disagree,Strongly Disagree,Agree,643.539,611.5644,635.6696
70200030,Agree,Agree,Some lessons,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,0,Yes,No,0,11 - 25,10,Yes,6,Disagree,Agree,Agree,501.8482,471.9504,495.803
70200023,Disagree,Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,1,No,0,Disagree,Disagree,Strongly Agree,619.5567,597.596,587.0508
70200003,Disagree,Strongly Agree,Some lessons,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,4,Yes,2,Agree,Agree,Agree,755.0267,691.3785,729.7071
70200078,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,≤ 0.5hr,Private,Tertiary,3rd Generation,English,1,Yes,Yes,0,26 - 100,7,Yes,5,Strongly Disagree,Agree,Strongly Agree,558.2352,620.4558,615.3036999999999
70200073,Disagree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,0,Yes,Yes,1,26 - 100,10,Yes,0,Strongly Disagree,Agree,Agree,529.7432,532.2165,567.6238000000001
70200029,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,0,0,6,Yes,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,394.6734,413.1411,429.8623
70200116,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,1 - 10,5,No,2,Strongly Agree,Disagree,Agree,567.0326,548.513,560.3024
70200038,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Secondary,3rd Generation,Others,2,No,No,0,11 - 25,0,No,0,Agree,Disagree,Agree,613.0817999999999,560.7324,571.8314
70200025,Disagree,Strongly Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,2,101 - 200,0,No,0,Strongly Agree,Disagree,Strongly Agree,720.7237,623.5837,655.6625
70200063,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,1,101 - 200,5,Yes,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,613.2177,605.3115,610.5399
70200098,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,26 - 100,1,No,0,Agree,Agree,Strongly Agree,647.3156,585.9335,595.1958
70200026,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,1,Yes,No,0,11 - 25,2,Yes,7,Strongly Disagree,Strongly Disagree,Strongly Disagree,482.4321,337.4112,441.17830000000004
70200102,Strongly Agree,Agree,Some lessons,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,1,Yes,No,1,101 - 200,0,No,0,Disagree,Disagree,Agree,616.0136,512.3187,552.1637000000001
70200138,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,> 4hr,1hr - 2hr,Private,Tertiary,3rd Generation,English,2,Yes,Yes,1,101 - 200,0,Yes,0,Disagree,Strongly Agree,Agree,560.0231,519.3546,570.2693
70200007,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,2hr - 3hr,Public,Post-Secondary,Native,English,2,Yes,No,0,201-500,0,Yes,7,Agree,Strongly Agree,Strongly Agree,566.6417,528.0622000000001,561.1253
70200128,Strongly Agree,Strongly Disagree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,English,0,Yes,Yes,1,201-500,0,Yes,0,Strongly Disagree,Strongly Agree,Strongly Disagree,611.6684,582.2307,615.4172
70200142,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,26 - 100,3,Yes,3,Agree,Strongly Disagree,Strongly Agree,587.3083,561.7709,584.61
70200019,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,1,26 - 100,4,Yes,8,Agree,Strongly Disagree,Strongly Disagree,612.8766,505.3114,575.2599
70200143,Strongly Disagree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Secondary,Native,Others,≥3,No,No,1,1 - 10,4,No,1,Strongly Disagree,Agree,Agree,340.3054,277.9384,346.4773
70200124,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,0,101 - 200,2,No,5,Disagree,Disagree,Agree,709.6632999999999,694.1085,659.4725
70200093,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,0,26 - 100,0,No,0,Agree,Disagree,Agree,700.528,667.0837,726.4632
70200083,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,0,26 - 100,10,Yes,4,Agree,Agree,Strongly Agree,652.6909,572.203,616.2531
70200073,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,2,101 - 200,10,Yes,5,Strongly Agree,Agree,Strongly Agree,721.0565,698.0625,674.2136
70200132,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,201-500,4,No,4,Agree,Agree,Disagree,680.6345,678.5665,658.2329
70200141,Strongly Agree,Disagree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,2nd Generation,English,1,Yes,No,0,11 - 25,4,No,3,Agree,Agree,Agree,467.0001,418.0237,511.39869999999996
70200014,Agree,Strongly Agree,Every lesson,Female,2hr - 3hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,Native,English,≥3,No,No,1,0,5,No,0,Strongly Agree,Strongly Disagree,Agree,591.5518,569.1385,570.2532
70200094,Agree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,0,Yes,10,Agree,Disagree,Agree,586.966,627.5400999999999,545.3412000000001
70200155,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,101 - 200,5,Yes,0,Strongly Disagree,Disagree,Agree,659.9898,621.6734,693.8622
70200014,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,6,Yes,2,Disagree,Disagree,Strongly Agree,636.4108,606.1132,609.2219
70200139,Agree,Disagree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,2,Yes,No,1,201-500,1,Yes,8,Agree,Agree,Agree,714.2341,644.9590000000001,640.0613000000001
70200107,Disagree,Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,0,Yes,No,1,26 - 100,2,Yes,2,Agree,Strongly Agree,Disagree,690.259,709.5779,641.8999
70200115,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,26 - 100,2,Yes,8,Disagree,Agree,Disagree,344.5408,281.5365,306.2763
70200114,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,2,Yes,2,Disagree,Strongly Agree,Agree,577.9725,553.5866,638.7659
70200151,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,0,11 - 25,5,Yes,3,Strongly Agree,Disagree,Agree,591.8972,526.8768,578.5869
70200044,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,Others,1,Yes,Yes,2,26 - 100,10,Yes,1,Strongly Disagree,Strongly Disagree,Agree,639.4403,583.4869,580.7035
70200088,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Secondary,2nd Generation,English,1,No,No,0,26 - 100,10,Yes,10,Agree,Agree,Agree,500.8074,487.9709,572.2044
70200007,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,1,Yes,No,0,26 - 100,3,No,0,Strongly Agree,Agree,Disagree,648.9609,620.716,682.1945000000001
70200067,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,Others,1,Yes,No,1,11 - 25,1,No,10,Agree,Disagree,Strongly Disagree,578.9073,500.2394,554.5305
70200045,Disagree,Agree,Most lesson,Female,3 - 4 hr,0.5hr - 1hr,3 - 4 hr,Public,Post-Secondary,Native,English,2,No,No,0,11 - 25,3,Yes,0,Disagree,Disagree,Disagree,499.2264,563.4932,505.9182
70200035,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,0,Yes,10,Agree,Agree,Strongly Agree,616.4756,603.9156,623.4774
70200038,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,0,26 - 100,4,Yes,5,Agree,Strongly Disagree,Agree,536.0648,551.1585,513.8341
