CNTSCHID,Loneliness,ClassroomSafety,TeacherSupport,Gender,Homework_Math,Homework_Reading,Homework_Science,SchoolType,ParentsEducation,Immigration,HomeLanguage,Sibling,Aircon,Helper,Vehicle,Books,Exercise,OwnRoom,FamilyCommitment,Preference_Math,Preference_Reading,Preference_Science,Math,Reading,Science
70200010,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,0,Yes,No,0,11 - 25,0,No,0,Agree,Agree,Agree,631.8339,595.6122,661.1639
70200141,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,Others,≥3,Yes,No,1,11 - 25,0,No,10,Agree,Strongly Agree,Strongly Disagree,358.9165,197.3892,392.1134
70200100,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,11 - 25,2,No,2,Agree,Agree,Agree,571.9134,582.9531,573.8172
70200007,Agree,Agree,Most lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,2,No,10,Agree,Strongly Agree,Strongly Disagree,695.0931,683.4809,657.9088
70200046,Agree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Private,Tertiary,Native,English,≥3,Yes,Yes,2,101 - 200,3,Yes,1,Agree,Strongly Disagree,Agree,602.7408,623.8147,619.4404
70200161,Disagree,Disagree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,0,1 - 10,3,No,4,Disagree,Agree,Disagree,425.9413,376.7859,418.1296
70200134,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,Others,≥3,Yes,No,1,26 - 100,8,Yes,3,Agree,Agree,Disagree,362.3514,348.4657,379.94870000000003
70200112,Disagree,Agree,Some lessons,Female,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,Yes,0,26 - 100,3,Yes,1,Agree,Disagree,Disagree,388.5022,408.2571,343.9178
70200121,Disagree,Disagree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,≥3,Yes,Yes,1,101 - 200,8,Yes,0,Strongly Agree,Disagree,Strongly Agree,556.3385000000001,495.1996,525.4983
70200139,Agree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,2,26 - 100,5,Yes,5,Strongly Agree,Strongly Agree,Strongly Agree,671.6805,593.58,670.3389999999999
70200149,Strongly Agree,Strongly Disagree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,0,26 - 100,2,No,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,406.6143,311.472,444.7222
70200064,Disagree,Agree,Most lesson,Female,2hr - 3hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,No,No,0,26 - 100,3,Yes,5,Strongly Agree,Disagree,Disagree,724.9504,700.4848,693.1155
70200033,Disagree,Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,2hr - 3hr,Private,Secondary,3rd Generation,Others,1,Yes,No,1,201-500,0,Yes,1,Agree,Disagree,Agree,708.9796,633.1089,694.5837
70200073,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,0,11 - 25,0,Yes,0,Agree,Strongly Agree,Agree,736.8088,697.4897,696.078
70200125,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,2nd Generation,Others,2,Yes,Yes,≥3,26 - 100,3,Yes,0,Strongly Agree,Strongly Disagree,Strongly Agree,619.1668999999999,566.432,544.1052999999999
70200012,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,No,0,201-500,1,No,2,Strongly Agree,Strongly Disagree,Strongly Agree,644.8802000000001,591.7859,586.928
70200110,Strongly Disagree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,1,101 - 200,2,Yes,2,Agree,Agree,Disagree,747.4734,743.1321,801.8989
70200043,Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,No,Yes,1,11 - 25,0,No,0,Disagree,Strongly Agree,Strongly Agree,565.3443,611.4701,634.3639000000001
70200127,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,3 - 4 hr,2hr - 3hr,Public,Tertiary,2nd Generation,English,1,Yes,Yes,1,11 - 25,2,No,0,Disagree,Agree,Agree,393.1859,425.5947,439.9622
70200099,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,26 - 100,0,Yes,5,Disagree,Disagree,Disagree,476.7434,517.6925,504.159
70200043,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,0,Yes,No,0,26 - 100,2,No,0,Strongly Agree,Disagree,Agree,679.5394,577.9072,630.1847
70200021,Strongly Disagree,Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,11 - 25,7,Yes,1,Agree,Disagree,Agree,551.355,570.3111,559.0554999999999
70200021,Strongly Agree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,0,Yes,No,1,26 - 100,0,Yes,0,Agree,Agree,Agree,611.6282,610.3155,591.2852
70200085,Strongly Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,NA,Yes,≥3,101 - 200,9,No,1,Strongly Disagree,Strongly Agree,Strongly Agree,423.3836,396.276,415.19169999999997
70200120,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,2,Yes,Yes,0,26 - 100,0,No,0,Agree,Disagree,Strongly Disagree,458.2768,456.3705,468.7035
70200067,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,No,No,1,11 - 25,2,No,4,Agree,Disagree,Disagree,480.535,460.1115,458.3318
70200153,Disagree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,1,11 - 25,2,Yes,2,Agree,Disagree,Disagree,620.0162,576.1028,638.4971
70200026,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,Others,0,Yes,No,0,0,3,No,0,Agree,Strongly Disagree,Strongly Agree,584.7329,531.9566,544.3545
70200118,Agree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,English,1,Yes,No,1,26 - 100,2,Yes,10,Strongly Agree,Agree,Strongly Agree,585.0568,601.0033,545.5876
70200149,Disagree,Strongly Agree,Some lessons,Male,2hr - 3hr,2hr - 3hr,2hr - 3hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,101 - 200,3,Yes,3,Strongly Agree,Strongly Agree,Strongly Agree,390.3336,342.7539,396.9372
70200020,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,1,201-500,1,No,5,Agree,Agree,Disagree,594.0167,651.3567,549.4576
70200043,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,2,26 - 100,10,Yes,4,Strongly Agree,Agree,Agree,579.12,368.7096,550.5665
70200154,Agree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,≥3,No,No,0,26 - 100,6,No,5,Disagree,Agree,Agree,404.2614,367.9757,399.8351
70200051,Disagree,Agree,Every lesson,Male,2hr - 3hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,No,1,101 - 200,5,Yes,5,Agree,Agree,Agree,632.16010000000006,556.7491,616.1565
70200093,Disagree,Strongly Agree,Most lesson,Male,2hr - 3hr,2hr - 3hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,Yes,0,26 - 100,0,Yes,0,Agree,Agree,Agree,472.2749,472.6501,480.198
70200082,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,0,No,No,0,26 - 100,2,Yes,7,Strongly Agree,Strongly Agree,Agree,624.7871,580.9063,685.6497
70200106,Agree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,0,11 - 25,8,No,5,Agree,Disagree,Strongly Agree,622.4794,570.8109,616.2221
70200031,Disagree,Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,26 - 100,6,No,0,Agree,Agree,Agree,627.6596,610.7779,635.1032
70200052,Disagree,Strongly Agree,Every lesson,Female,3 - 4 hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,0,101 - 200,5,No,0,Strongly Disagree,Strongly Agree,Strongly Disagree,593.3443,618.9483,621.1303
70200106,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,Yes,2,26 - 100,0,Yes,0,Agree,Agree,Agree,624.8998,548.8713,611.5474
70200092,Disagree,Agree,Some lessons,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Post-Secondary,2nd Generation,Others,0,Yes,No,0,1 - 10,0,Yes,0,Disagree,Disagree,Agree,561.1656,532.8771,579.5228
70200094,Strongly Disagree,Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Secondary,Native,English,1,Yes,No,1,26 - 100,6,Yes,0,Strongly Agree,Agree,Strongly Agree,621.5991,526.2687,584.3858
70200059,Disagree,Disagree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,1,>500,10,Yes,0,Disagree,Disagree,Disagree,447.2893,335.9454,462.3108
70200101,Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,1,No,0,Strongly Agree,Disagree,Agree,815.8806999999999,769.5883,784.1843
70200026,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,≥3,Yes,No,0,26 - 100,6,Yes,0,Agree,Disagree,Disagree,504.8583,491.3382,504.6302
70200002,Disagree,Agree,Some lessons,Male,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Tertiary,Native,Others,1,Yes,No,0,1 - 10,4,No,4,Agree,Disagree,Disagree,526.0192,472.0145,481.767
70200132,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,1,Yes,0,Agree,Disagree,Agree,719.5509,674.9721,710.7022
70200116,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,1,No,No,0,11 - 25,10,Yes,0,Strongly Disagree,Agree,Strongly Disagree,406.7786,410.0802,385.8601
70200066,Agree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,2,Yes,1,Agree,Agree,Agree,672.5635,672.1656,648.2693
70200073,Strongly Disagree,Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,11 - 25,6,No,3,Agree,Disagree,Disagree,602.5275,572.2964,589.4074
70200162,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Private,Post-Secondary,Native,English,2,Yes,No,1,101 - 200,1,No,0,Strongly Disagree,Strongly Disagree,Disagree,585.6194,521.4578,600.8055
70200146,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,1,11 - 25,3,Yes,6,Agree,Disagree,Agree,690.6016999999999,630.3678,655.8299
70200006,Strongly Disagree,Agree,Most lesson,Male,> 4hr,2hr - 3hr,> 4hr,Public,Post-Secondary,Native,English,2,Yes,No,1,1 - 10,10,Yes,9,Strongly Disagree,Agree,Strongly Disagree,485.8161,477.0115,437.8365
70200122,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,0,Yes,0,Strongly Agree,Strongly Agree,Agree,670.7135,660.1966,694.8848
70200028,Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,English,≥3,Yes,No,1,101 - 200,0,No,0,Agree,Agree,Disagree,669.0239,582.1263,647.4641
70200021,Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,10,Yes,6,Disagree,Agree,Disagree,407.7163,433.52729999999997,455.7555
70200002,Strongly Agree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,1,Yes,No,0,26 - 100,3,Yes,5,Strongly Agree,Agree,Strongly Agree,635.8534,492.41949999999997,669.9947
70200158,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,2hr - 3hr,Public,Tertiary,2nd Generation,Others,1,Yes,Yes,1,11 - 25,0,Yes,0,Disagree,Disagree,Disagree,539.4579,555.9366,477.8099
70200155,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,201-500,0,No,1,Agree,Disagree,Strongly Agree,707.0799999999999,664.04,693.3613
70200106,Disagree,Disagree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,2,Yes,No,0,0,0,No,0,Agree,Agree,Disagree,399.29200000000003,331.9846,404.6785
70200130,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,Yes,2,26 - 100,2,No,0,Strongly Agree,Disagree,Strongly Agree,655.2806,586.3720000000001,639.9592
70200087,Disagree,Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Private,Tertiary,3rd Generation,English,1,Yes,No,0,26 - 100,0,No,4,Disagree,Agree,Agree,684.1143999999999,678.1747,685.4959
70200144,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Private,Tertiary,Native,English,≥3,Yes,Yes,≥3,201-500,1,No,1,Agree,Agree,Disagree,580.5462,499.3333,579.693
70200108,Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,1,No,Yes,0,26 - 100,0,No,0,Agree,Disagree,Agree,576.3169,462.0456,561.9571
70200033,Agree,Strongly Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,3rd Generation,English,2,Yes,Yes,1,101 - 200,10,Yes,0,Disagree,Strongly Agree,Agree,636.8294,647.6537000000001,650.2284999999999
70200118,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,1,Yes,No,1,201-500,1,Yes,0,Agree,Strongly Agree,Agree,520.0888,548.7249,549.1084
70200012,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,2,101 - 200,2,Yes,0,Agree,Strongly Agree,Strongly Disagree,656.0088,626.5203,642.2139
70200055,Strongly Disagree,Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,≥3,Yes,No,1,0,5,Yes,5,Strongly Agree,Strongly Agree,Strongly Agree,456.8395,330.0677,408.0897
70200011,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,11 - 25,0,Yes,0,Agree,Agree,Agree,642.4433,608.0364,598.7058
70200062,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,Others,1,Yes,No,1,201-500,4,Yes,6,Strongly Disagree,Agree,Strongly Disagree,717.0933,665.6702,709.6648
70200060,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,1 - 10,0,No,5,Strongly Agree,Disagree,Disagree,657.2398000000001,651.229,644.1138
70200082,Disagree,Agree,Some lessons,Female,3 - 4 hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,2,Yes,Yes,1,26 - 100,4,Yes,0,Agree,Agree,Agree,536.4663,510.0617,529.4177999999999
70200130,Disagree,Strongly Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,2,Yes,No,0,26 - 100,1,Yes,2,Strongly Disagree,Strongly Disagree,Agree,576.2724000000001,587.3507,568.2357000000001
70200043,Strongly Agree,Agree,Every lesson,Male,3 - 4 hr,1hr - 2hr,2hr - 3hr,Public,Tertiary,3rd Generation,Others,2,Yes,No,0,26 - 100,8,Yes,0,Strongly Agree,Strongly Agree,Strongly Agree,524.228,507.42380000000003,528.2102
70200003,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,> 4hr,> 4hr,Public,Tertiary,3rd Generation,English,1,Yes,Yes,1,26 - 100,0,Yes,2,Strongly Agree,Agree,Strongly Agree,814.2916,645.2755,738.967
70200063,Strongly Disagree,Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Post-Secondary,Native,English,2,No,No,0,26 - 100,5,Yes,0,Strongly Disagree,Strongly Disagree,Agree,500.7338,538.6458,548.9874
70200067,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,2hr - 3hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,3,Yes,3,Strongly Agree,Strongly Disagree,Agree,682.5397,615.5982,646.0172
70200053,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,101 - 200,2,Yes,0,Agree,Disagree,Agree,693.6826,708.0504,666.1892
70200098,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,Others,0,No,No,0,26 - 100,6,No,9,Disagree,Agree,Disagree,422.8628,393.8978,457.5947
70200153,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,No,2,101 - 200,0,Yes,0,Agree,Strongly Agree,Agree,497.4119,535.4082,506.2068
70200158,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,2hr - 3hr,Public,Post-Secondary,Native,English,≥3,No,No,0,26 - 100,2,Yes,6,Disagree,Disagree,Strongly Agree,585.798,543.1265,574.6983
70200111,Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,Yes,Yes,0,1 - 10,1,No,5,Agree,Strongly Disagree,Disagree,578.7577,461.0384,553.7857
70200118,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,6,No,2,Strongly Agree,Strongly Disagree,Strongly Agree,620.0048,543.6794,647.7808
70200050,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,26 - 100,1,Yes,1,Agree,Disagree,Agree,614.6747,640.9905,611.3908
70200061,Agree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,26 - 100,0,Yes,0,Disagree,Disagree,Agree,615.2951,650.3901999999999,604.8172
70200071,Disagree,Agree,Some lessons,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,2,1 - 10,0,No,3,Strongly Agree,Agree,Agree,613.3531,603.66010000000006,598.4485999999999
70200058,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,1 - 10,0,Yes,0,Agree,Agree,Agree,612.1415,543.3302,623.3587
70200083,Disagree,Strongly Agree,Some lessons,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Secondary,Native,Others,≥3,Yes,Yes,0,11 - 25,8,No,1,Agree,Disagree,Agree,444.5192,354.7711,425.5903
70200031,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,1 - 10,2,No,0,Strongly Agree,Agree,Agree,765.8617,661.419,704.1386
70200062,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,3,Yes,7,Strongly Disagree,Agree,Agree,704.2145,720.7199,682.5589
70200075,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,11 - 25,0,Yes,0,Agree,Strongly Agree,Disagree,701.876,690.4293,693.3167
70200023,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,English,1,Yes,No,0,11 - 25,4,Yes,8,Agree,Disagree,Strongly Agree,577.0818,528.6822,630.9218
70200101,Disagree,Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,0,Yes,Yes,1,26 - 100,0,Yes,0,Strongly Agree,Strongly Disagree,Strongly Agree,713.0246,646.6209,686.1025
70200103,Agree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,Yes,1,201-500,0,Yes,0,Agree,Agree,Disagree,625.1769,646.1108,646.3733
70200013,Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,2,Yes,No,0,0,0,Yes,0,Disagree,Disagree,Disagree,346.8899,323.5674,341.0382
70200031,Agree,Agree,Some lessons,Female,2hr - 3hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,1 - 10,0,Yes,3,Strongly Disagree,Agree,Strongly Disagree,589.666,590.4603,568.6528
70200039,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,0,No,2,Strongly Disagree,Disagree,Disagree,550.1648,506.9979,486.7153
70200024,Disagree,Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,0,Yes,No,1,11 - 25,0,Yes,0,Agree,Disagree,Disagree,563.2295,505.9991,579.5521
70200032,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,Native,Others,1,Yes,No,1,1 - 10,7,Yes,0,Strongly Agree,Disagree,Agree,545.9649,459.1196,512.2416000000001
70200142,Disagree,Strongly Agree,Most lesson,Female,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,11 - 25,0,Yes,0,Strongly Disagree,Disagree,Disagree,587.9598,581.5198,595.8382
70200071,Strongly Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,26 - 100,3,Yes,5,Strongly Agree,Disagree,Agree,656.7639,604.5618999999999,631.1326
70200035,Strongly Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,2,26 - 100,3,Yes,0,Strongly Agree,Agree,Strongly Disagree,675.7572,662.6166,603.1101
70200024,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,2,No,No,1,1 - 10,10,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,424.8731,402.73789999999997,443.5183
70200014,Strongly Disagree,Agree,Some lessons,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,Yes,2,26 - 100,5,No,0,Agree,Agree,Disagree,553.228,535.4112,515.2046
70200009,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,8,Yes,0,Agree,Agree,Agree,546.8054,365.71659999999997,472.33820000000003
70200058,Disagree,Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,≥3,Yes,No,1,26 - 100,2,No,2,Agree,Agree,Agree,514.3833,430.1275,509.1669
70200129,Disagree,Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,NA,1,26 - 100,4,Yes,2,Disagree,Strongly Agree,Agree,429.1968,452.4158,477.345
70200063,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,Yes,1,26 - 100,2,Yes,0,Strongly Disagree,Strongly Agree,Strongly Agree,598.3149,596.1365,584.0053
70200044,Agree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,≥3,Yes,No,≥3,101 - 200,0,Yes,0,Disagree,Agree,Disagree,703.2885,646.4041,715.7978
